;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Código da Escola;Nome da Escola;Loclização;Unidade da Federação;Município
;;;;
;;;;
PK_COD_ENTIDADE;Nome_Escola;Localizacao;UF;Municipio
41008197;JOSE DE ANCHIETA E M PE EI EF;Urbana;Paraná;UMUARAMA
41008235;LAR DO MENOR S VICENTE PAULO;Urbana;Paraná;UMUARAMA
41008251;LOURENCO FILHO C E EF M;Urbana;Paraná;UMUARAMA
41008260;LOVAT C E EF M;Urbana;Paraná;UMUARAMA
41008316;MANUEL DA NOBREGA C E PE EF M;Urbana;Paraná;UMUARAMA
41008413;MONTEIRO LOBATO C E EF M;Urbana;Paraná;UMUARAMA
41008448;NICE BRAGA E EI EF MOD ED ESP;Urbana;Paraná;UMUARAMA
41008464;PARQUE JABUTICABEIRA C E EF M;Urbana;Paraná;UMUARAMA
41008472;ZILDA ARNS C E DRA EF M;Urbana;Paraná;UMUARAMA
41008537;PEDRO II C E EF M PROFIS;Urbana;Paraná;UMUARAMA
41008545;ESCOLA EDUCARE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Paraná;UMUARAMA
41008553;PEROBAL E M EF;Urbana;Paraná;PEROBAL
41008561;PIO XII E M PAPA EI EF;Urbana;Paraná;UMUARAMA
41008618;RECANTO DO AMOR CRECHE-CEMIC;Urbana;Paraná;UMUARAMA
41008669;RUI BARBOSA E M EI EF;Urbana;Paraná;UMUARAMA
41008693;SANTA ELIZA C E EF M;Urbana;Paraná;UMUARAMA
41008723;SAO CRISTOVAO E M EI EF;Urbana;Paraná;UMUARAMA
41008731;SAO FCO DE ASSIS E M EI EF;Urbana;Paraná;UMUARAMA
41008758;SATELITE E EI EF;Urbana;Paraná;UMUARAMA
41008766;SEBASTIAO DE MATTOS E M EI EF;Urbana;Paraná;UMUARAMA
41008774;SERRA DOS DOURADOS E M EI EF;Urbana;Paraná;UMUARAMA
41008839;TIRADENTES C E EF M;Urbana;Paraná;UMUARAMA
41008847;TIRADENTES E M EF;Rural;Paraná;PEROBAL
41008863;PAULO A TOMAZINHO C E PROF EF M PROFIS;Urbana;Paraná;UMUARAMA
41008898;VINICIUS DE MORAIS E M EI EF;Urbana;Paraná;UMUARAMA
41008928;9 DE MAIO E M EI EF;Urbana;Paraná;ALTO PARAISO
41008936;VILA ALTA C E EF M;Urbana;Paraná;ALTO PARAISO
41008944;AUGUSTO DOS ANJOS E M EI EF;Rural;Paraná;XAMBRE
41008952;CASA BRANCA E R E EF;Rural;Paraná;XAMBRE
41008979;CASTRO ALVES E M EI EF;Rural;Paraná;XAMBRE
41008987;ELIZA E E DO C DE EF;Rural;Paraná;XAMBRE
41009029;PAULO VI C E EF M;Urbana;Paraná;XAMBRE
41009045;WALLACE THADEU DE M E SILVA E M EI EF;Urbana;Paraná;XAMBRE
41009061;ADVENTISTA ESC DE CIANORTE DE ED INF E ENS FUND;Urbana;Paraná;CIANORTE
41009126;BOSCO C E D EF M;Urbana;Paraná;CIANORTE
41009134;CASTRO ALVES E M EI EF;Urbana;Paraná;CIANORTE
41009142;CIANORTE C E EF M N PROFIS;Urbana;Paraná;CIANORTE
41009169;COLEGIO DRUMMOND ED INF ENS FUND MEDIO E PROFISSIONAL;Urbana;Paraná;CIANORTE
41009185;ERNESTO GEISEL E M GAL EI EF;Urbana;Paraná;CIANORTE
41009223;IGLEA GROLLMANN C E EF M;Urbana;Paraná;CIANORTE
41009231;ITACELINA BITTENCOURT C E EF M;Urbana;Paraná;CIANORTE
41009240;IZABEL E E PRINC EF;Urbana;Paraná;CIANORTE
41009258;JOAO BOSCO E M DOM EI EF;Urbana;Paraná;CIANORTE
41009266;JOAO BUENO DE GODOY E M EI EF;Urbana;Paraná;CIANORTE
41009274;JOAO PAULO I E EI EF MOD ED ESP;Urbana;Paraná;CIANORTE
41009312;MARIA MONTESSORI E M EI EF;Urbana;Paraná;CIANORTE
41009363;PRIMO MANFRINATO C E EF M;Urbana;Paraná;CIANORTE
41009401;SAO LOURENCO C E EF M;Urbana;Paraná;CIANORTE
41009436;VICENTE MACHADO E M EI EF;Urbana;Paraná;CIANORTE
41009444;VIDIGAL E E DE EF;Urbana;Paraná;CIANORTE
41009479;ANA NERY E EI EF MOD ED ESP;Urbana;Paraná;CIDADE GAUCHA
41009509;BOSCO E M DOM EF;Urbana;Paraná;CIDADE GAUCHA
41009533;COSTA E SILVA C E MAL EF M;Urbana;Paraná;CIDADE GAUCHA
41009665;ESCOLA SOL NASCENTE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Paraná;CIDADE GAUCHA
41009690;ARNALDO BUSATO C E EF M;Urbana;Paraná;GUAPOREMA
41009738;MONTEIRO LOBATO E M EF;Urbana;Paraná;GUAPOREMA
41009746;PEQUENO PRINCIPE C M E I;Urbana;Paraná;GUAPOREMA
41009860;FELISBERTO N GONCALVES E E EF;Urbana;Paraná;INDIANOPOLIS
41009886;CECILIA MEIRELES E M EF;Urbana;Paraná;INDIANOPOLIS
41009894;IZOLDA R LIUTI C E EM;Urbana;Paraná;INDIANOPOLIS
41009975;PAULO FREIRE E EI EF MOD ED ESP;Urbana;Paraná;JAPURA
41009991;EMILIO DE MENEZES C E EF M;Urbana;Paraná;JAPURA
41010027;IRINEU B CAMARA E M EI EF;Urbana;Paraná;JAPURA
41010116;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MENINO JESUS;Urbana;Paraná;JAPURA
41010132;RUI BARBOSA C E EM;Urbana;Paraná;JAPURA
41010159;BALAO MAGICO C M E I;Urbana;Paraná;JUSSARA
41010167;JULITA ALVES SOARES E M EF;Urbana;Paraná;JUSSARA
41010183;MORAES DE BARROS C E SEN EF M;Urbana;Paraná;JUSSARA
41010230;VAMOS CAMINHAR JUNTOS E EI EF MOD E ESP;Urbana;Paraná;JUSSARA
41010248;AGRUPADA DE BERNARDELLI E M C EF;Rural;Paraná;RONDON
41010310;BARROSO C E ALM EF M;Urbana;Paraná;RONDON
41010337;CASTELO BRANCO E M MAL EF;Urbana;Paraná;RONDON
41010345;CASTRO ALVES C E EM;Urbana;Paraná;RONDON
41010370;FRANCISCO SELLA PRE ESC MUN EI;Urbana;Paraná;RONDON
41010442;ROSA AZUL E EI EF MOD ED ESP;Urbana;Paraná;RONDON
41010485;CAXIAS C E DQ DE EF M;Urbana;Paraná;SAO MANOEL DO PARANA
41010493;MONTEIRO LOBATO E M EF;Urbana;Paraná;SAO MANOEL DO PARANA
41010523;PEDRO FECCHIO C E EF M;Urbana;Paraná;SAO TOME
41010540;SANTOS DUMONT C E EM N;Urbana;Paraná;SAO TOME
41010558;25 DE JULHO E M EI EF;Urbana;Paraná;SAO TOME
41010710;11 DE ABRIL C E EF M;Urbana;Paraná;TAPEJARA
41010752;SANTANA DE TAPEJARA C E EM N;Urbana;Paraná;TAPEJARA
41010760;SANTANA E R M E FUND;Rural;Paraná;TAPEJARA
41010787;TANCREDO ALMEIDA NEVES E M EI EF;Urbana;Paraná;TAPEJARA
41010795;FRANCISCA DUTRA E M PROFA EI EF;Urbana;Paraná;TAPEJARA
41010817;ULYSSES DA S GUIMARAES E M DR EI EF;Urbana;Paraná;TAPEJARA
41010833;CARLOS DRUMOND ANDRADE E M C EI EF;Urbana;Paraná;TUNEIRAS DO OESTE
41010850;CAXIAS C E DQ EF M;Urbana;Paraná;TUNEIRAS DO OESTE
41010868;CUARAITAVA E E C DE EF;Rural;Paraná;TUNEIRAS DO OESTE
41010876;DEZENOVE DE ABRIL E M EF;Urbana;Paraná;TUNEIRAS DO OESTE
41010957;MACHADO DE ASSIS C E DO C EF M;Urbana;Paraná;TUNEIRAS DO OESTE
41010965;MARIA J DA SILVA E M PROFA EI EF;Urbana;Paraná;TUNEIRAS DO OESTE
41011082;SOUZA NAVES E M C EF;Rural;Paraná;TUNEIRAS DO OESTE
41011090;TAMANDARE C E C ALM EF M;Urbana;Paraná;TUNEIRAS DO OESTE
41011139;ALTAMIRA DO PARANA C E EF M;Urbana;Paraná;ALTAMIRA DO PARANA
41011147;ANTONIO GONZAGA ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011155;AUGUSTINHO KAULING E M DR EI EF;Urbana;Paraná;ALTAMIRA DO PARANA
41011198;GASPAR DUTRA ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011201;GETULIO VARGAS E R M E FUND;Rural;Paraná;ALTAMIRA DO PARANA
41011228;HENRIQUE DIAS E R M EF;Rural;Paraná;ALTAMIRA DO PARANA
41011236;JOAO GONCALVES PADILHA ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011244;JOAO RAMALHO E R M EF;Rural;Paraná;ALTAMIRA DO PARANA
41011252;JOSE BONIFACIO E R M EF;Rural;Paraná;ALTAMIRA DO PARANA
41011309;NADIR GUIMARAES VECCHI ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011325;OSVALDO CRUZ E R M E FUND;Rural;Paraná;ALTAMIRA DO PARANA
41011333;PEDRO ALVARES CABRAL E R M E FUND;Rural;Paraná;ALTAMIRA DO PARANA
41011384;TOME DE SOUZA ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011406;VITAL BRASIL ESC RUR MUL;Rural;Paraná;ALTAMIRA DO PARANA
41011422;ALESSANDRA BASTIDA MANCIN E M EI EF;Urbana;Paraná;BOA ESPERANCA
41011430;CELSO BUSCARIOL C M E I PREF;Urbana;Paraná;BOA ESPERANCA
41011449;INDEPENDENCIA E M EF;Urbana;Paraná;BOA ESPERANCA
41011490;OLAVO BILAC E M EI EF;Urbana;Paraná;BOA ESPERANCA
41011511;PALMITAL C E EF M;Urbana;Paraná;BOA ESPERANCA
41011520;PARANAGUACU E E EF;Rural;Paraná;BOA ESPERANCA
41011546;VICENTE LEPORACE C E EF M N;Urbana;Paraná;BOA ESPERANCA
41011562;ALBERTO SANTOS DUMONT C E EF M PROFIS;Urbana;Paraná;CAMPINA DA LAGOA
41011597;BELA VISTA PIQUIRI E E DO EC EF;Urbana;Paraná;CAMPINA DA LAGOA
41011600;BENTO M DA R NETO E E DO EC EF;Urbana;Paraná;CAMPINA DA LAGOA
41011619;CAMPINA DA LAGOA C E EF M PROFIS N;Urbana;Paraná;CAMPINA DA LAGOA
41011694;FLORIANO PEIXOTO E M MAL EF;Urbana;Paraná;CAMPINA DA LAGOA
41011716;JOAO PAULO I E M EF;Urbana;Paraná;CAMPINA DA LAGOA
41011724;LEOPOLDINA E M DONA EI EF;Urbana;Paraná;CAMPINA DA LAGOA
41011732;LIDIA GUZZI MENTA E M EI EF;Urbana;Paraná;CAMPINA DA LAGOA
41011791;PINGO DE GENTE E M EI EF;Urbana;Paraná;CAMPINA DA LAGOA
41011830;ROBERTO BRZEZINSKI E M EF;Urbana;Paraná;CAMPINA DA LAGOA
41011864;SALLES DE OLIVEIRA C E DO EC EF M;Rural;Paraná;CAMPINA DA LAGOA
41011880;SANTA TEREZINHA E EI EF MOD ED ESP;Urbana;Paraná;CAMPINA DA LAGOA
41011945;UNIVERSO E CENT EDUC EI EF;Urbana;Paraná;CAMPINA DA LAGOA
41011970;ADVENTISTA ESC EDUC INF ENS FUND;Urbana;Paraná;GOIOERE
41012054;ANCHIETA E PE EI EF MOD ED ESP;Urbana;Paraná;GOIOERE
41012062;ANTONIO L BRAGA C E EF M PROF;Urbana;Paraná;GOIOERE
41012070;BANDEIRANTES D OESTE C E EF M;Urbana;Paraná;QUARTO CENTENARIO
41012127;CASTELO BRANCO E M PRES EI EF;Urbana;Paraná;QUARTO CENTENARIO
41012143;CAXIAS C E DQ DE EM N;Urbana;Paraná;GOIOERE
41012151;CECILIA MEIRELES E M EI EF;Urbana;Paraná;GOIOERE
41012160;SECULO XXI C EDUC EI EF M;Urbana;Paraná;GOIOERE
41012186;CORACAO DE MARIA C M E I;Urbana;Paraná;QUARTO CENTENARIO
41012194;DANIEL PORTELLA E M DR EI EF;Urbana;Paraná;GOIOERE
41012224;FAZENDA ESTEIRINHA ESC RUR MUL;Rural;Paraná;GOIOERE
41012283;FLOR DO OESTE ESC RUR MUL;Rural;Paraná;GOIOERE
41012305;GERMANA A MOLEIRO E M EI EF;Urbana;Paraná;QUARTO CENTENARIO
41012321;IV CENTENARIO C E EF M;Urbana;Paraná;QUARTO CENTENARIO
41012364;JARDIM PRIMAVERA E M EI EF;Urbana;Paraná;GOIOERE
41012372;JARDIM UNIVERSITARIO E E EF;Urbana;Paraná;GOIOERE
41012399;MARIA ZILDA F BARBOSA C M E I PROFA;Urbana;Paraná;GOIOERE
41012402;JOSE JESUS CAVALCANTE E M EI EF;Urbana;Paraná;GOIOERE
41012410;LADISLAU SCHICORSKI E M EI EF;Urbana;Paraná;GOIOERE
41012453;MENINO JESUS C M E I;Urbana;Paraná;GOIOERE
41012470;MONTEIRO LOBATO E M EI EF;Urbana;Paraná;GOIOERE
41012488;MUNDO MAGICO DA CRIANCA ESC EDUC INF ENS FUND;Urbana;Paraná;GOIOERE
41012496;LIDUINA A G PRIMO E M PROFA EI EF;Urbana;Paraná;GOIOERE
41012500;ROTARY VILA GUAIRA C M E I;Urbana;Paraná;GOIOERE
41012542;ONIVE DOS SANTOS E M EI EF;Urbana;Paraná;GOIOERE
41012585;POLIVALENTE DE GOIOERE C E EF M PROF;Urbana;Paraná;GOIOERE
41012631;RIBEIRO DE CAMPOS E E EF;Urbana;Paraná;GOIOERE
41012658;SANTA BARBARA C M E I;Urbana;Paraná;GOIOERE
41012739;VARGAS ESC RUR MUL PRES;Rural;Paraná;QUARTO CENTENARIO
41012747;VILA GUAIRA C E EF M;Urbana;Paraná;GOIOERE
41012810;CASINHA FELIZ CENTRO MUN EDUC INF;Urbana;Paraná;JANIOPOLIS
41012844;COSMO INACIO COELHO E E EF;Urbana;Paraná;JANIOPOLIS
41012925;JOAO XXIII C E EM;Urbana;Paraná;JANIOPOLIS
41012968;MARIA PEREIRA OLIVEIRA E M EF;Urbana;Paraná;JANIOPOLIS
41013026;PEDRO II C E D EF M;Urbana;Paraná;JANIOPOLIS
41013069;SAO DOMINGOS ESC RUR MUL;Rural;Paraná;JANIOPOLIS
41013115;TEODOLINO S FRANCO E M EI EF;Rural;Paraná;JANIOPOLIS
41013123;VICENTE LOPES E M EI EF;Urbana;Paraná;JANIOPOLIS
41013131;VILA SERRANA E E EF;Rural;Paraná;JANIOPOLIS
41013212;HELENA CONNOR BRAZ E M EI EF;Rural;Paraná;JURANDA
41013239;JOAO MAFFEI ROSA C E EF M;Urbana;Paraná;JURANDA
41013247;LEOPOLDINA C E DONA EF M;Rural;Paraná;JURANDA
41013298;PAULO LEMINSKI E M EI EF;Urbana;Paraná;JURANDA
41013301;PAULO R H HREHUCHUK E M EI EF;Urbana;Paraná;JURANDA
41013336;ESCOLA PIO X;Urbana;Paraná;JURANDA
41013352;RIO VERDE E E EF;Urbana;Paraná;JURANDA
41013387;AGOSTINHO PORTELLO E R M EI EF;Rural;Paraná;MOREIRA SALES
41013484;GERALDO PREHL C M E I PROF;Urbana;Paraná;MOREIRA SALES
41013549;JOAO THEOTONIO NETTO C E EM PROFIS N;Urbana;Paraná;MOREIRA SALES
41013565;MARIA CANDIDA DE JESUS C E EF M;Urbana;Paraná;MOREIRA SALES
41013573;MOREIRA SALLES E E EF;Urbana;Paraná;MOREIRA SALES
41013700;SAO JOSE E M EF;Urbana;Paraná;MOREIRA SALES
41013778;CASTRO ALVES E M EF;Urbana;Paraná;NOVA CANTU
41013840;ISABEL E M PRINC EF;Urbana;Paraná;NOVA CANTU
41013867;JOAO F COSTA C E PROF EF M;Urbana;Paraná;NOVA CANTU
41013930;MONTEIRO LOBATO E M EF;Urbana;Paraná;NOVA CANTU
41013999;RUI BARBOSA C E C EF M;Urbana;Paraná;NOVA CANTU
41014014;SANTO REI C E C EF M;Urbana;Paraná;NOVA CANTU
41014146;MANOEL M MARTINS E M EF;Urbana;Paraná;RANCHO ALEGRE D OESTE
41014154;RANCHO ALEGRE C E EF M;Urbana;Paraná;RANCHO ALEGRE D OESTE
41014162;INTEGRADA DE UBIRATA E ED INF E FUND;Urbana;Paraná;UBIRATA
41014189;ANTONIO L BRAGA E M EI EF;Urbana;Paraná;UBIRATA
41014197;CARLOS GOMES C E EF M PROFIS N;Urbana;Paraná;UBIRATA
41014243;FURUSATO TOMIO E M PROF EI EF;Urbana;Paraná;UBIRATA
41014251;GENTE MIUDA E EI EF;Urbana;Paraná;UBIRATA
41014294;JESUS MENINO E EI EF MOD ED ESP;Urbana;Paraná;UBIRATA
41014316;JOAO BERTOLI E M EI EF;Rural;Paraná;UBIRATA
41014375;OLAVO BILAC C E EF M;Urbana;Paraná;UBIRATA
41014405;QUINTINO BOCAIUVA C E EF M;Urbana;Paraná;UBIRATA
41014456;SANTO ANTONIO C EI EF M;Urbana;Paraná;UBIRATA
41014510;SAO JOAO E E EF;Rural;Paraná;UBIRATA
41014570;CLEIDE MARIA ZAMPRONIO E M PROFA EI EF;Urbana;Paraná;UBIRATA
41014618;MARIA GOMES BIZERRA C E PROFA EF M;Urbana;Paraná;UBIRATA
41014626;ABGAIL O GUIMARAES E M PROF EI EF;Urbana;Paraná;ARARUNA
41014650;CASTELO BRANCO E R M PRES E FUND;Rural;Paraná;ARARUNA
41014685;RENASCER E EI EF MOD ED ESP;Urbana;Paraná;ARARUNA
41014707;ISABEL C E PRINC EM;Urbana;Paraná;ARARUNA
41014715;JOANA B ZAVATIN E R M E FUND;Rural;Paraná;ARARUNA
41014723;JOANA DARC C E C EF M;Urbana;Paraná;ARARUNA
41014731;JOAO PESSOA E R M EI EF;Rural;Paraná;ARARUNA
41014758;MARIO M MELLO FILHO E M PROF EI EF;Urbana;Paraná;ARARUNA
41014766;NATIVIDADE DE NOSSA SENHORA- ED INF E EN FUND I;Urbana;Paraná;ARARUNA
41014812;VICENTE M OLIVEIRA E M EI EF;Urbana;Paraná;ARARUNA
41014820;29 DE NOVEMBRO C E EF M;Urbana;Paraná;ARARUNA
41014871;ARTHUR DA C E SILVA E M C EI EF;Urbana;Paraná;BARBOSA FERRAZ
41014880;MACHADO DE A BARBOSA FERRAZ C E EF M PR;Urbana;Paraná;BARBOSA FERRAZ
41014901;BOURBONIA C E DO EC DE EF M;Urbana;Paraná;BARBOSA FERRAZ
41014936;CECILIA A MARQUES E M EI EF;Urbana;Paraná;BARBOSA FERRAZ
41014952;CRIANCA FELIZ C M E I;Urbana;Paraná;BARBOSA FERRAZ
41014995;ESMERALDA F B FELIX C M E I;Urbana;Paraná;BARBOSA FERRAZ
41015045;JACIRA M A PETERNELLI E M EF;Urbana;Paraná;BARBOSA FERRAZ
41015126;JOSE DE ALENCAR E E E FUND;Urbana;Paraná;BARBOSA FERRAZ
41015193;LUZIA GARCIA VILLAR C E EF M;Urbana;Paraná;BARBOSA FERRAZ
41015240;BOSCO C D EI EF M;Urbana;Paraná;BARBOSA FERRAZ
41015266;OURILANDIA C E DE EF M;Urbana;Paraná;BARBOSA FERRAZ
41015274;PARAISO DO SUL E E C DE EF;Urbana;Paraná;BARBOSA FERRAZ
41015347;TEREZA BREDA E E DE E FUND;Urbana;Paraná;BARBOSA FERRAZ
41015371;ULISSES GUIMARAES E M C EF;Urbana;Paraná;BARBOSA FERRAZ
41015380;COLEGIO ADVENTISTA ED INF ENS FUND E MEDIO;Urbana;Paraná;CAMPO MOURAO
41015401;ALVORADA C E EM;Urbana;Paraná;CAMPO MOURAO
41015428;ANTONIO T OLIVEIRA C E PREF EF M;Urbana;Paraná;CAMPO MOURAO
41015444;BENTO MOSSURUNGA E M - E I E F;Urbana;Paraná;CAMPO MOURAO
41015452;BOSCO C E D EF M PROFIS;Urbana;Paraná;CAMPO MOURAO
41015460;CAETANO MUNHOZ DA ROCHA E M - E I E F;Rural;Paraná;CAMPO MOURAO
41015479;CENTRO EST EDUC PROFIS AGRIC EC MOURAO;Rural;Paraná;CAMPO MOURAO
41015509;CASTRO ALVES E M - E I E F;Urbana;Paraná;CAMPO MOURAO
41015517;EDUCATIVA - ESCOLA EI EF;Urbana;Paraná;CAMPO MOURAO
41015525;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA - CAMPO MOURAO;Urbana;Paraná;CAMPO MOURAO
41015533;ESPACO ABERTO E M DE EDUCACAO ESPECIAL - EF;Urbana;Paraná;CAMPO MOURAO
41015576;DARCY JOSE COSTA C E PROF EF M;Urbana;Paraná;CAMPO MOURAO
41015622;ETHANIL BENTO DE ASSIS E M PROF - EIEF;Urbana;Paraná;CAMPO MOURAO
41015649;GURILANDIA E M - ED INF E ENS FUND;Urbana;Paraná;CAMPO MOURAO
41015665;ILHA BELA PRE E M - EI;Urbana;Paraná;CAMPO MOURAO
41015673;CEI - CENTRO EDUCACIONAL INTEGRADO LTDA;Urbana;Paraná;CAMPO MOURAO
41015681;IVONE S CASTANHARO C E PROF EF M;Urbana;Paraná;CAMPO MOURAO
41015690;JAELSON BIACIO C E DO EC PROF EF M;Urbana;Paraná;CAMPO MOURAO
41015703;CAMPO MOURAO C E DE EF M PROFIS N;Urbana;Paraná;CAMPO MOURAO
41015711;JOSEPHINA W NUNUES E EI EF MOD ED ESP;Urbana;Paraná;CAMPO MOURAO
41015738;MANOEL BANDEIRA EM- EIF;Urbana;Paraná;CAMPO MOURAO
41015746;MANOEL DA NOBREGA E R M - EIEF;Rural;Paraná;CAMPO MOURAO
41015754;MARIA DO CARMO PEREIRA E M - EIEF;Urbana;Paraná;CAMPO MOURAO
41015770;MARIO DE MIRANDA QUINTANA E M - EIEF;Urbana;Paraná;CAMPO MOURAO
41015789;MILTON LUIZ PEREIRA CENTRO MUL ED INF DR;Urbana;Paraná;CAMPO MOURAO
41015797;MONTEIRO LOBATO E M - EIEF;Urbana;Paraná;CAMPO MOURAO
41015800;NARCISO SIMAO ESC M ED INF E FUND;Urbana;Paraná;CAMPO MOURAO
41015827;OSVALDO CRUZ C E DR EF M;Urbana;Paraná;CAMPO MOURAO
41015835;PARIGOT DE SOUZA E M - EIEF;Urbana;Paraná;CAMPO MOURAO
41015851;PAULO VI E M - EIEF;Urbana;Paraná;CAMPO MOURAO
41015860;SIGMA C EI EF M;Urbana;Paraná;CAMPO MOURAO
41015908;RONDON C E MAL EF M PROFIS;Urbana;Paraná;CAMPO MOURAO
41015916;VICENTINO SANTA CRUZ -COL ED INF ENS FUND E M;Urbana;Paraná;CAMPO MOURAO
41015940;SOSSEGO DA MAMAE E M - EDUCACAO INFANTIL;Urbana;Paraná;CAMPO MOURAO
41015959;TANCREDO DE A NEVES E E DO EC EF;Rural;Paraná;CAMPO MOURAO
41015967;EVOLUCAO E EI EF;Urbana;Paraná;CAMPO MOURAO
41015975;UNIDADE POLO C E EF M PROFIS;Urbana;Paraná;CAMPO MOURAO
41015991;VINICIUS DE MORAES C E EF M;Urbana;Paraná;CAMPO MOURAO
41016017;ZACARIAS DE PAULA XAVIER E R M - EIEF;Rural;Paraná;CAMPO MOURAO
41016076;CECILIA MEIRELES E M EF;Urbana;Paraná;CORUMBATAI DO SUL
41016084;CORUMBATAI DO SUL C E EF M;Urbana;Paraná;CORUMBATAI DO SUL
41016092;CRIANCA FELIZ C M E I;Urbana;Paraná;CORUMBATAI DO SUL
41016130;JOAO C DE MENEZES E R M ENS FUNDAMENTAL;Rural;Paraná;CORUMBATAI DO SUL
41016149;LAZARO PARELLADA E R M E FUND;Rural;Paraná;CORUMBATAI DO SUL
41016181;PEDRO V P DE SOUZA E R M ENS FUNDAMENTAL;Rural;Paraná;CORUMBATAI DO SUL
41016203;RUI BARBOSA E R M E FUND;Rural;Paraná;CORUMBATAI DO SUL
41016254;ANTONIO VIEIRA C E PE EM;Urbana;Paraná;ENGENHEIRO BELTRAO
41016262;ARTHUR RAMOS E E EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016289;CASTELO BRANCO E M EI EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016343;DULCE E M IR EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016360;GABRIEL SEG SCIPIONE C E DO C EF M;Urbana;Paraná;ENGENHEIRO BELTRAO
41016386;GETULIO VARGAS E E DO C EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016416;HILDA VEITAS E PROFA EI EF MOD ED ESP;Urbana;Paraná;ENGENHEIRO BELTRAO
41016432;JOAO VARELLA E M EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016467;MANOEL RIBAS E E DO C EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016483;MARIA APARECIDA MEDEIROS E M EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016513;PINGO DE GENTE C M E I;Urbana;Paraná;ENGENHEIRO BELTRAO
41016530;SEBASTIAO V PEREIRA E M EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016548;VILA CASTELO BRANCO E E EF;Urbana;Paraná;ENGENHEIRO BELTRAO
41016564;CASIMIRO DE ABREU E M EF;Urbana;Paraná;FAROL
41016572;CULTURA UNIVERSAL C E EF M;Urbana;Paraná;FAROL
41016580;EULALIA C DE CAMPOS E M ED INF ENS FUND;Rural;Paraná;FAROL
41016599;FAROL E E DE EF;Urbana;Paraná;FAROL
41016629;BELA VISTA DO IVAI E M EF;Urbana;Paraná;FENIX
41016653;CASTELO BRANCO E E DO C EF;Urbana;Paraná;FENIX
41016688;CRIANCA FELIZ C M E I;Urbana;Paraná;FENIX
41016777;SANTO INACIO DE LOYOLA C E EF M N;Urbana;Paraná;FENIX
41016815;TANCREDO ALMEIDA NEVES E M EF;Urbana;Paraná;FENIX
41016831;TIO PATINHAS C M E I;Urbana;Paraná;FENIX
41016840;VILA RICA DO E SANTO E E EF;Urbana;Paraná;FENIX
41016866;CARLOS DRUMMOND DE ANDRADE E M EI EF;Urbana;Paraná;IRETAMA
41016874;CASTELO ENCANTADO PRE ESC MUN EI;Urbana;Paraná;IRETAMA
41016882;IZABEL AP DE CAMPOS E R M EF;Rural;Paraná;IRETAMA
41016912;FLORIANO PEIXOTO E R M MAL E FUND;Rural;Paraná;IRETAMA
41016955;HENRIQUE S DE COIMBRA E M FR EF;Rural;Paraná;IRETAMA
41016963;JOSE BONIFACIO ESC RUR MUL;Rural;Paraná;IRETAMA
41016980;JOSE SARMENTO FILHO C E EF N;Urbana;Paraná;IRETAMA
41017021;MANOEL DA NOBREGA E R M PE E FUND;Rural;Paraná;IRETAMA
41017030;MARIA LURDES MELO E M PROFA EI EF;Urbana;Paraná;IRETAMA
41017048;MARILU E E C DE EF;Urbana;Paraná;IRETAMA
41017056;NAPOLEAO B SOBRINHO C E EF M;Rural;Paraná;IRETAMA
41017064;O PEQUENO POLEGAR PRE ESC MUN EI;Urbana;Paraná;IRETAMA
41017110;OSMAR RODRIGUES DE FARIAS E M EI EF;Rural;Paraná;IRETAMA
41017129;SANTA ROSA E M EI EF;Rural;Paraná;IRETAMA
41017170;ADAUCTO S ROCHA C E EF M;Urbana;Paraná;LUIZIANA
41017293;HORACIO LAFER E R M DR E FUND;Rural;Paraná;LUIZIANA
41017315;JAELSON BIACIO E R M E FUND;Rural;Paraná;LUIZIANA
41017323;JOAO CAFE FILHO E R M EF;Rural;Paraná;LUIZIANA
41017412;PAIQUERE E R M EF;Rural;Paraná;LUIZIANA
41017420;PEDRO II E R M DOM EF;Rural;Paraná;LUIZIANA
41017447;RITA DE CASSIA E M EI EF;Urbana;Paraná;LUIZIANA
41017501;ADVENTISTA ESC ENS FUND;Rural;Paraná;MAMBORE
41017528;BARZOTTO E M EF;Urbana;Paraná;MAMBORE
41017536;BENTO MUNHOZ DA R NETO E M EF;Urbana;Paraná;MAMBORE
41017560;DEODORO E R M MAL E FUND;Rural;Paraná;MAMBORE
